Job Title,Salary Minimum,Salary Maximum,Salary Average,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Sr. Audio-Visual Engineer,$120K ,$120K,"$120,000 /yr (est.)",4.2,"The Mom Project
4.2","New York, NY",51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
Audio Engineer/Audio Visual Technician,,,,,RLC SOUND AND LIGHTING/ western suburbs Chicago,"Chicago, IL",,,,,,
Lead Audio Visual Field Technician,$35K ,$76K,"$51,724 /yr (est.)",3.4,"EOS
3.4","New York, NY",501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Audio Visual (AV) Engineer,$39.59 /hr,$45.84,$42.71 /hr (est.),3.9,"Robert Half
3.9","Richardson, TX",10000+ Employees,1948,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD)
Audio Visual Technician,$30.00 /hr,$40.00,$35.00 /hr (est.),,Otomashen Inc,"New York, NY",Unknown,,Company - Public,,,Unknown / Non-Applicable
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,$80K ,$100K,"$90,000 /yr (est.)",3.5,"State of Washington Legislative Support Services
3.5","Olympia, WA",10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD)
Audio Visual Engineer - Information Technology Consultant - Career,$60K /mo,$60K,"$60,000 /mo (est.)",4.2,"California State University
4.2","San Francisco, CA",10000+ Employees,1962,College / University,Colleges & Universities,Education,$10+ billion (USD)
Audio Visual Technician (Sr. Engineer),$56K ,$105K,"$76,944 /yr (est.)",3.9,"Edwards Lifesciences
3.9","Irvine, CA",10000+ Employees,1958,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
"Technical Integration Project Lead, Experience Studio",,,,4.5,"Google
4.5","New York, NY",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Senior Audio Visual Systems Engineer,$52K ,$96K,"$70,828 /yr (est.)",4.3,"POWER Engineers, Inc.
4.3","Boise, ID",1001 to 5000 Employees,1976,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD)
Sr. Network Technician-Audio Visual 1,$35K ,$67K,"$48,321 /yr (est.)",3.6,"Johns Hopkins Health System
3.6","Saint Petersburg, FL",1001 to 5000 Employees,1889,Company - Private,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Audio Visual Engineer,$30.00 /hr,$37.00,$33.50 /hr (est.),4.0,"Infomatics Inc
4.0","Farmington Hills, MI",51 to 200 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD)
Sr Engineer - Audio-Visual Design,,,,3.7,"TARGET
3.7","Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
"Senior Associate, Audio-Visual Engineer",$100K ,$125K,"$112,500 /yr (est.)",3.8,"TM Technology Partners
3.8",Remote,1 to 50 Employees,,Company - Private,Business Consulting,Management & Consulting,$5 to $10 million (USD)
Audio Visual Engineer - Poly,$54K ,$122K,"$81,352 /yr (est.)",3.8,"American Water
3.8","Camden, NJ",5001 to 10000 Employees,1886,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$2 to $5 billion (USD)
Professional Audio-Visual Field Engineer,$49K ,$89K,"$66,212 /yr (est.)",3.4,"TRITECH
3.4","New York, NY",1 to 50 Employees,,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 million (USD)
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,,,"$90,000 /yr (est.)",3.6,"LSS
3.6","Olympia, WA",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Audio Visual System Design Engineer,$61K ,$100K,"$80,500 /yr (est.)",,CCS,"Denver, CO",,,,,,
Audio Visual Design Engineer,$85K ,$110K,"$97,500 /yr (est.)",4.3,"AV-Worx
4.3","West Palm Beach, FL",1 to 50 Employees,2014,Company - Private,Business Consulting,Management & Consulting,$5 to $10 million (USD)
(NY) Audio/Visual Design Engineer,$50K ,$98K,"$69,978 /yr (est.)",3.8,"A-V Services Inc.
3.8","New York, NY",201 to 500 Employees,1960,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable
Audio Visual Systems Engineer,,,,,Camera Corner / Connecting Point,"Green Bay, WI",,,,,,
Systems Engineer - Audio/Visual Integration,$63K ,$130K,"$90,706 /yr (est.)",2.9,"Bluum
2.9","New York, NY",501 to 1000 Employees,1946,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Audio Visual Engineer,$44K ,$103K,"$67,259 /yr (est.)",3.1,"JVN Systems Inc.
3.1","Deer Park, NY",1 to 50 Employees,,Company - Private,,,$5 to $10 million (USD)
Audio Visual Design Engineer,$65K ,$90K,"$77,500 /yr (est.)",,Technology Providers Inc.,"Gilbert, AZ",,,,,,
Audio Visual Systems Engineer,,,,,ACP CreativIT dba Arlington Computer Products,"Buffalo Grove, IL",,,,,,
Lead Audio Visual Engineer,$74K ,$140K,"$101,570 /yr (est.)",4.1,"SAIC
4.1","Washington, DC",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 million (USD)
Audio Visual Technician,$28.00 /hr,$43.00,$35.50 /hr (est.),3.7,"NWN Corporation
3.7","New York, NY",1001 to 5000 Employees,1986,Company - Private,,,Unknown / Non-Applicable
Audio Visual Design Sales Engineer,$65K ,$85K,"$75,000 /yr (est.)",3.6,"Spectra Audio Design Group
3.6","New York, NY",1 to 50 Employees,,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $10 million (USD)
Audio Visual Field Engineer,$20.00 /hr,$40.00,$30.00 /hr (est.),,"Vistacom, Inc",Pennsylvania,,,,,,
Audio Visual (AV) Technology Engineer (Project Manager),,,,3.9,"The Travelers Companies, Inc.
3.9","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
"Pre-Sales Design Engineer, Audio Visual Remote",$56K ,$102K,"$75,493 /yr (est.)",3.6,"Johnson Controls
3.6","Roswell, GA",10000+ Employees,1885,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
Audio Visual Sales Engineer,$70K ,$80K,"$75,000 /yr (est.)",,Vario,Remote,,,,,,
Sr. Audio-Visual Engineer,$120K ,$120K,"$120,000 /yr (est.)",4.2,"The Mom Project
4.2","New York, NY",51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
Senior Audio Visual Technician,$34.00 /hr,$48.00,$41.00 /hr (est.),,"Synapse Audio Visual Designs, LLC","Paramus, NJ",,,,,,
Audio Engineer/Audio Visual Technician,,,,,RLC SOUND AND LIGHTING/ western suburbs Chicago,"Chicago, IL",,,,,,
Lead Audio Visual Field Technician,$35K ,$76K,"$51,724 /yr (est.)",3.4,"EOS
3.4","New York, NY",501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Audio Visual (AV) Engineer,$39.59 /hr,$45.84,$42.71 /hr (est.),3.9,"Robert Half
3.9","Richardson, TX",10000+ Employees,1948,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD)
Audio Visual Technician,$30.00 /hr,$40.00,$35.00 /hr (est.),,Otomashen Inc,"New York, NY",Unknown,,Company - Public,,,Unknown / Non-Applicable
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,$80K ,$100K,"$90,000 /yr (est.)",3.5,"State of Washington Legislative Support Services
3.5","Olympia, WA",10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD)
Audio Visual Engineer - Information Technology Consultant - Career,$60K /mo,$60K,"$60,000 /mo (est.)",4.2,"California State University
4.2","San Francisco, CA",10000+ Employees,1962,College / University,Colleges & Universities,Education,$10+ billion (USD)
Audio Visual Technician (Sr. Engineer),$56K ,$105K,"$76,944 /yr (est.)",3.9,"Edwards Lifesciences
3.9","Irvine, CA",10000+ Employees,1958,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Senior Audio Visual Systems Engineer,$52K ,$96K,"$70,828 /yr (est.)",4.3,"POWER Engineers, Inc.
4.3","Boise, ID",1001 to 5000 Employees,1976,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD)
Sr Engineer - Audio-Visual Design,,,,3.7,"TARGET
3.7","Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Audio Visual Engineer,$30.00 /hr,$37.00,$33.50 /hr (est.),4.0,"Infomatics Inc
4.0","Farmington Hills, MI",51 to 200 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD)
Sr. Network Technician-Audio Visual 1,$35K ,$67K,"$48,321 /yr (est.)",3.6,"Johns Hopkins Health System
3.6","Saint Petersburg, FL",1001 to 5000 Employees,1889,Company - Private,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
"Technical Integration Project Lead, Experience Studio",,,,4.5,"Google
4.5","New York, NY",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Audio Visual System Design Engineer,$61K ,$100K,"$80,500 /yr (est.)",,CCS,"Denver, CO",,,,,,
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,,,"$90,000 /yr (est.)",3.6,"LSS
3.6","Olympia, WA",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Audio Visual Design Engineer,$85K ,$110K,"$97,500 /yr (est.)",4.3,"AV-Worx
4.3","West Palm Beach, FL",1 to 50 Employees,2014,Company - Private,Business Consulting,Management & Consulting,$5 to $10 million (USD)
(NY) Audio/Visual Design Engineer,$50K ,$98K,"$69,978 /yr (est.)",3.8,"A-V Services Inc.
3.8","New York, NY",201 to 500 Employees,1960,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable
Audio Visual Systems Engineer,,,,,Camera Corner / Connecting Point,"Green Bay, WI",,,,,,
Audio Visual Engineer,$44K ,$103K,"$67,259 /yr (est.)",3.1,"JVN Systems Inc.
3.1","Deer Park, NY",1 to 50 Employees,,Company - Private,,,$5 to $10 million (USD)
Systems Engineer - Audio/Visual Integration,$63K ,$130K,"$90,706 /yr (est.)",2.9,"Bluum
2.9","New York, NY",501 to 1000 Employees,1946,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Audio Visual Systems Engineer,,,,,ACP CreativIT dba Arlington Computer Products,"Buffalo Grove, IL",,,,,,
Audio Visual Design Engineer,$65K ,$90K,"$77,500 /yr (est.)",,Technology Providers Inc.,"Gilbert, AZ",,,,,,
Audio Visual Technician,$28.00 /hr,$43.00,$35.50 /hr (est.),3.7,"NWN Corporation
3.7","New York, NY",1001 to 5000 Employees,1986,Company - Private,,,Unknown / Non-Applicable
Audio Visual Field Engineer,$20.00 /hr,$40.00,$30.00 /hr (est.),,"Vistacom, Inc",Pennsylvania,,,,,,
Audio Visual Design Sales Engineer,$65K ,$85K,"$75,000 /yr (est.)",3.6,"Spectra Audio Design Group
3.6","New York, NY",1 to 50 Employees,,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $10 million (USD)
"Pre-Sales Design Engineer, Audio Visual Remote",$56K ,$102K,"$75,493 /yr (est.)",3.6,"Johnson Controls
3.6","Roswell, GA",10000+ Employees,1885,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
Audio Visual (AV) Technology Engineer (Project Manager),,,,3.9,"The Travelers Companies, Inc.
3.9","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Audio Visual Sales Engineer,$70K ,$80K,"$75,000 /yr (est.)",,Vario,Remote,,,,,,
Sr. Audio-Visual Engineer,$120K ,$120K,"$120,000 /yr (est.)",4.2,"The Mom Project
4.2","New York, NY",51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
Audio Engineer/Audio Visual Technician,,,,,RLC SOUND AND LIGHTING/ western suburbs Chicago,"Chicago, IL",,,,,,
Lead Audio Visual Field Technician,$35K ,$76K,"$51,724 /yr (est.)",3.4,"EOS
3.4","New York, NY",501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Information Technology Help Desk Support - Up to $95k,$85K ,$95K,"$90,000 /yr (est.)",,"Recruiting Resources, Inc.","Pasadena, CA",1 to 50 Employees,,Private Practice / Firm,,,Unknown / Non-Applicable
AV Field Engineer/Audio/Video Technician/Audio Visual Specialist,$35K ,$76K,"$51,913 /yr (est.)",3.3,"Quantum World Technologies Inc.
3.3","Baytown, TX",51 to 200 Employees,,Company - Private,,,Unknown / Non-Applicable
Audio Visual (AV) Engineer,$39.59 /hr,$45.84,$42.71 /hr (est.),3.9,"Robert Half
3.9","Richardson, TX",10000+ Employees,1948,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD)
Audio Visual Technician,$30.00 /hr,$40.00,$35.00 /hr (est.),,Otomashen Inc,"New York, NY",Unknown,,Company - Public,,,Unknown / Non-Applicable
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,$80K ,$100K,"$90,000 /yr (est.)",3.5,"State of Washington Legislative Support Services
3.5","Olympia, WA",10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD)
Audio Visual Engineer - Information Technology Consultant - Career,$60K /mo,$60K,"$60,000 /mo (est.)",4.2,"California State University
4.2","San Francisco, CA",10000+ Employees,1962,College / University,Colleges & Universities,Education,$10+ billion (USD)
Audio Visual Technician (Sr. Engineer),$56K ,$105K,"$76,944 /yr (est.)",3.9,"Edwards Lifesciences
3.9","Irvine, CA",10000+ Employees,1958,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Senior Audio Visual Systems Engineer,$52K ,$96K,"$70,828 /yr (est.)",4.3,"POWER Engineers, Inc.
4.3","Boise, ID",1001 to 5000 Employees,1976,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD)
Audio Visual Engineer,$30.00 /hr,$37.00,$33.50 /hr (est.),4.0,"Infomatics Inc
4.0","Farmington Hills, MI",51 to 200 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD)
Sr. Network Technician-Audio Visual 1,$35K ,$67K,"$48,321 /yr (est.)",3.6,"Johns Hopkins Health System
3.6","Saint Petersburg, FL",1001 to 5000 Employees,1889,Company - Private,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Sr Engineer - Audio-Visual Design,,,,3.7,"TARGET
3.7","Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Audio Engineer,$47K ,$93K,"$65,776 /yr (est.)",4.1,"Cato Institute
4.1","Washington, DC",51 to 200 Employees,1976,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$25 to $50 million (USD)
Audio Visual System Design Engineer,$61K ,$100K,"$80,500 /yr (est.)",,CCS,"Denver, CO",,,,,,
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,,,"$90,000 /yr (est.)",3.6,"LSS
3.6","Olympia, WA",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Audio Visual Design Engineer,$85K ,$110K,"$97,500 /yr (est.)",4.3,"AV-Worx
4.3","West Palm Beach, FL",1 to 50 Employees,2014,Company - Private,Business Consulting,Management & Consulting,$5 to $10 million (USD)
(NY) Audio/Visual Design Engineer,$50K ,$98K,"$69,978 /yr (est.)",3.8,"A-V Services Inc.
3.8","New York, NY",201 to 500 Employees,1960,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable
Audio Visual Systems Engineer,,,,,Camera Corner / Connecting Point,"Green Bay, WI",,,,,,
Audio Visual Engineer,$44K ,$103K,"$67,259 /yr (est.)",3.1,"JVN Systems Inc.
3.1","Deer Park, NY",1 to 50 Employees,,Company - Private,,,$5 to $10 million (USD)
Systems Engineer - Audio/Visual Integration,$63K ,$130K,"$90,706 /yr (est.)",2.9,"Bluum
2.9","New York, NY",501 to 1000 Employees,1946,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Audio Visual Systems Engineer,,,,,ACP CreativIT dba Arlington Computer Products,"Buffalo Grove, IL",,,,,,
Audio Visual Design Engineer,$65K ,$90K,"$77,500 /yr (est.)",,Technology Providers Inc.,"Gilbert, AZ",,,,,,
Audio Visual Technician,$28.00 /hr,$43.00,$35.50 /hr (est.),3.7,"NWN Corporation
3.7","New York, NY",1001 to 5000 Employees,1986,Company - Private,,,Unknown / Non-Applicable
Audio Visual Design Sales Engineer,$65K ,$85K,"$75,000 /yr (est.)",3.6,"Spectra Audio Design Group
3.6","New York, NY",1 to 50 Employees,,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $10 million (USD)
"Pre-Sales Design Engineer, Audio Visual Remote",$56K ,$102K,"$75,493 /yr (est.)",3.6,"Johnson Controls
3.6","Roswell, GA",10000+ Employees,1885,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
Audio Visual (AV) Technology Engineer (Project Manager),,,,3.9,"The Travelers Companies, Inc.
3.9","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Audio Visual Sales Engineer,$70K ,$80K,"$75,000 /yr (est.)",,Vario,Remote,,,,,,
Sr. Audio-Visual Engineer,$120K ,$120K,"$120,000 /yr (est.)",4.2,"The Mom Project
4.2","New York, NY",51 to 200 Employees,2016,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
Audio Engineer/Audio Visual Technician,,,,,RLC SOUND AND LIGHTING/ western suburbs Chicago,"Chicago, IL",,,,,,
Lead Audio Visual Field Technician,$35K ,$76K,"$51,724 /yr (est.)",3.4,"EOS
3.4","New York, NY",501 to 1000 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Information Technology Help Desk Support - Up to $95k,$85K ,$95K,"$90,000 /yr (est.)",,"Recruiting Resources, Inc.","Pasadena, CA",1 to 50 Employees,,Private Practice / Firm,,,Unknown / Non-Applicable
Audio Visual (AV) Engineer,$39.59 /hr,$45.84,$42.71 /hr (est.),3.9,"Robert Half
3.9","Richardson, TX",10000+ Employees,1948,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD)
AUDIO VIDEO SYSTEMS ENGINEER/Jr. CRESTRON PROGRAMMER,$80K ,$100K,"$90,000 /yr (est.)",3.5,"State of Washington Legislative Support Services
3.5","Olympia, WA",10000+ Employees,1889,Government,State & Regional Agencies,Government & Public Administration,$10+ billion (USD)
Audio Visual Engineer - Information Technology Consultant - Career,$60K /mo,$60K,"$60,000 /mo (est.)",4.2,"California State University
4.2","San Francisco, CA",10000+ Employees,1962,College / University,Colleges & Universities,Education,$10+ billion (USD)
